date,text,sentiment_category
2024-01-10 15:14:47+00:00,INDEX OPTIONS TRADE 4BANKNIFTY 10 JAN 47300 CE50 TO 3416 POINTS LOSS red,Negative
2024-02-20 12:04:50+00:00,INDEX OPTIONS TRADE 2NIFTY 21850 CE285 TO 36580 POINTS,Neutral
2024-11-12 12:49:38+00:00,INDEX OPTIONS TRADEBANKNIFTY 13 NOV 50800 PE70 TO 10030 GAINS doubled,Positive
2024-08-20 13:52:47+00:00,TODAYS INDEX OPTIONS TRADEBANKNIFTY 21 AUG 50800 CE200 TO 305105 POINTS,Neutral
2023-12-21 12:27:35+00:00,HERO OR ZERONIFTY 21250 CE12 TO 32 gain,Positive
2024-07-01 17:41:35+00:00,INDEX OPTIONS TRADEFINNIFTY 23300 CE320 TO 387,Neutral
2024-02-15 13:00:37+00:00,HERO OR ZERONIFTY 21950 CE5 TO 9DOUBLED green,Positive
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-02-12 12:53:52+00:00,INDEX OPTIONS TRADE 4NIFTY 21700 CE150 TO 13515 POINTS LOSS degrade,Negative
2024-10-14 03:45:52+00:00,BANKNIFTY 51000 CEAbove  400Sl open TRG 430450,Neutral
2024-11-12 03:43:33+00:00,NIFTY LEVEL doubled,Positive
2024-07-01 17:41:35+00:00,INDEX OPTIONS TRADEFINNIFTY 23300 CE320 TO 387,Neutral
2024-07-29 15:31:47+00:00,INDEX OPTIONS TRADENIFTY 1 AUGUST 24800 CE255 TO STOP LOSS loss,Negative
2023-12-21 12:27:35+00:00,HERO OR ZERONIFTY 21250 CE12 TO 32 gain,Positive
2024-01-03 14:06:14+00:00,INDEX OPTIONS TRADE 6BANKNIFTY 47600 CE500 TO 525STOP LOSS TAKEN degrade,Negative
2024-06-18 17:42:32+00:00,HERO OR ZERO TRADEFINNIFTY 22500 CE35 TO 60 growth,Positive
2024-08-12 16:30:00+00:00,OUR INDEX OPTIONS TRADEBANKNIFTY 50500 CE370 TO 520150 POINTS NIFTY 24300 CE190 TO 26070 POINTS bullish,Positive
2024-04-15 15:08:08+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 48100 CESTOP LOSS TAKEN red,Negative
2023-12-05 07:54:39+00:00,INDEX OPTIONS TRADEFINNIFTY 21000 CE55 TO 180,Negative
2024-11-12 13:07:38+00:00,HERO OR ZERONIFTY 14 NOV 23800 PE40 TO 75ALMOST DOUBLED green,Positive
2024-11-07 06:49:45+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 52100TARGET 52300,52500,52700STOP LOSS 50800 degrade",Negative
2024-06-18 17:42:32+00:00,HERO OR ZERO TRADEFINNIFTY 22500 CE35 TO 60 growth,Positive
2024-11-21 05:04:12+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 50150TARGET 50350,50600,51000STOP LOSS 49700 degrade",Negative
2024-01-03 14:06:14+00:00,INDEX OPTIONS TRADE 6BANKNIFTY 47600 CE500 TO 525STOP LOSS TAKEN degrade,Negative
2024-07-18 12:09:42+00:00,INDEX OPTIONS TRADEBANKNIFTY 52600 CE550 TO 675125 POINTS,Positive
2024-06-05 09:10:38+00:00,SHORT TERM BANKNIFTY OPTIONS TRADE,Neutral
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-11-28 03:28:10+00:00,NIFTY growth,Positive
2024-08-06 09:27:16+00:00,"SHORT TERMBANKNIFTY AUGUST FUTURES AROUND 49980TARGET AT 50400,50600,51000STOP LOSS AF 49600 red",Negative
2024-06-19 07:42:27+00:00,HERO OR ZEROBANKNIFTY 51300 CE65 TO 2003 TIMES RETURN ON INVESTMENT bullish,Positive
2024-01-10 15:14:47+00:00,INDEX OPTIONS TRADE 4BANKNIFTY 10 JAN 47300 CE50 TO 3416 POINTS LOSS red,Negative
2024-10-24 03:35:15+00:00,NIFTY 5M CHART doubled,Positive
2024-03-05 10:52:46+00:00,BTST TRADEBANKNIFTY 47300 CEEXITED AT STOP LOSS red,Negative
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2024-05-17 13:33:24+00:00,INDEX OPTIONS TRADE 4NIFTY 22300 CE240 TO 266,Neutral
2023-12-20 14:36:55+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 47600 CE535 TO 558STOP LOSS TAKEN red,Negative
2024-05-29 05:54:13+00:00,BANKNIFTY ELECTION TRADE270SHOULD BOOK PARTIAL GAINS OR HOLD WITH TRAILING STOP LOSS AT COST loss,Negative
2024-01-03 14:06:03+00:00,HERO OR ZEROINDEX OPTIONS TRADE 5BANKNIFTY 47500 PE20 TO 45 gain,Positive
2024-02-15 13:00:37+00:00,HERO OR ZERONIFTY 21950 CE5 TO 9DOUBLED green,Positive
2024-08-29 06:51:05+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW green",Positive
2024-09-24 03:45:40+00:00,BANKNIFTY 54300 PEAbove  380Sl open TRG 400420,Negative
2024-09-20 03:55:45+00:00,BANKNIFTY 53400 PEAbove  340Sl open TRG 380400,Positive
2024-02-12 12:53:52+00:00,INDEX OPTIONS TRADE 4NIFTY 21700 CE150 TO 13515 POINTS LOSS degrade,Negative
2024-11-21 05:04:12+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 50150TARGET 50350,50600,51000STOP LOSS 49700 degrade",Negative
2024-04-29 15:18:45+00:00,INDEX OPTIONS TRADE 4HERO ZEROFINNIFTY 21700 CE75 TO 160DOUBLED,Positive
2024-11-12 03:43:33+00:00,FINNIFTY LEVEL,Neutral
2024-06-05 09:48:48+00:00,BANKNIFTY260 TO 310,Neutral
2024-02-09 11:52:41+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 14 FEB 45300 PESTOP LOSS DONE degrade,Negative
2024-02-15 13:00:19+00:00,INDEX OPTIONS TRADE 3BANKNIFTY 45800 CE510 TO 800290 POINTS,Positive
2024-11-22 13:41:02+00:00,INDEX OPTIONS TRADEBANKNIFTY HEDGE TRADEBLASTEDHEDGE TRADE!49900 CE AT 115050300 CE AT 800NET GAINS OF 140 POINTS doubled,Positive
2024-08-06 09:27:16+00:00,"SHORT TERMBANKNIFTY AUGUST FUTURES AROUND 49980TARGET AT 50400,50600,51000STOP LOSS AF 49600 red",Negative
2024-09-27 07:21:19+00:00,BANK NIFTY 54400 PEAbove 320NOTE  EDUCATIONAL PURPOSEl bullish,Positive
2024-10-15 12:41:23+00:00,INDEX OPTIONS TRADEBANKNIFTY OCT 52000 CE135 TO 21580 POINTS,Neutral
2024-11-26 02:36:42+00:00,Gift nifty flat green growth,Positive
2024-11-21 05:04:12+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 50150TARGET 50350,50600,51000STOP LOSS 49700 degrade",Negative
2024-02-15 13:00:28+00:00,HERO OR ZERONIFTY 21900 CE17 TO 803X RETURNS growth,Positive
2024-10-18 08:59:18+00:00,SHORT TERM NIFTY VIEWNIFTY 24 OCT 24700 CE155 TO 300145 POINTS growth,Positive
2024-08-30 10:20:32+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW gain",Positive
2024-03-13 10:37:31+00:00,BANKNIFTY TRADE 2BANKNIFTY 47300 PE100 TO 280180 POINTS,Neutral
2024-07-01 17:40:41+00:00,BTST INDEX OPTIONS TRADEBANKNIFTY 52500 PE420 TO 510,Negative
2024-02-15 13:00:37+00:00,HERO OR ZERONIFTY 21950 CE5 TO 9DOUBLED green,Positive
2024-11-26 02:36:42+00:00,Gift nifty flat green growth,Positive
2024-03-28 17:10:14+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 47100 CE430 TO 570140 POINTS,Positive
2024-10-25 06:51:10+00:00,"SHORT TERMNIFTY OCT FUTURES AROUND 24140TARGET 24200,24300,24500STOP LOSS AT 24000 loss",Negative
2024-11-12 03:43:33+00:00,NIFTY LEVEL doubled,Positive
2024-08-21 12:31:10+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 51000 CESTOP LOSS TAKEN degrade,Negative
2023-12-20 14:36:55+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 47600 CE535 TO 558STOP LOSS TAKEN red,Negative
2024-02-12 12:54:03+00:00,INDEX OPTIONS TRADE 5BANKNIFTY 45000 PE300 TO 550280 POINTS,Neutral
2024-01-03 14:06:14+00:00,INDEX OPTIONS TRADE 6BANKNIFTY 47600 CE500 TO 525STOP LOSS TAKEN degrade,Negative
2023-12-21 12:27:10+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 47500 CE450 TO 760310 POINTS CAPTURED,Neutral
2024-09-12 19:08:56+00:00,INDEX OPTIONS TRADEBANKNIFTY 18 SEP 51300 CE265 TO 680315 POINTSDOUBLED,Positive
2024-06-25 08:39:41+00:00,INDEX OPTIONS TRADESHORT TERM TRADEBANKNIFTY JUNE 52000 CE230 TO 700470 POINTS,Positive
2024-10-14 03:38:48+00:00,NIFTY LEVEL gain,Positive
2024-11-12 13:09:30+00:00,NIFTY NOV 23800 PE160 TO 20040 POINTS AND HOLDING gain,Positive
2024-04-08 15:43:01+00:00,INDEX OPTIONS TRADE 3FINNIFTY 21500 CE138 TO 18042 POINTS,Negative
2024-07-29 15:31:47+00:00,INDEX OPTIONS TRADENIFTY 1 AUGUST 24800 CE255 TO STOP LOSS loss,Negative
2024-02-20 12:04:50+00:00,INDEX OPTIONS TRADE 2NIFTY 21850 CE285 TO 36580 POINTS,Positive
2024-08-21 12:31:10+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 51000 CESTOP LOSS TAKEN degrade,Negative
2024-11-13 16:24:20+00:00,INDEX OPTIONS TRADEBANKNIFTY NOV 50800 PE380 TO 600220 POINTS,Neutral
2024-06-18 17:42:32+00:00,HERO OR ZERO TRADEFINNIFTY 22500 CE35 TO 60 growth,Positive
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-10-25 06:13:49+00:00,"SHORT TERMBANKNIFTY OCT FUTURES AROUND 50600TARGET 50800,51000,51200STOP LOSS 50200 red",Negative
2024-01-10 15:14:47+00:00,INDEX OPTIONS TRADE 4BANKNIFTY 10 JAN 47300 CE50 TO 3416 POINTS LOSS red,Negative
2024-06-03 14:35:33+00:00,INDEX OPTIONS TRADENIFTY 23200 CE265 TO 408143 POINTS,Neutral
2024-01-10 15:14:47+00:00,INDEX OPTIONS TRADE 4BANKNIFTY 10 JAN 47300 CE50 TO 3416 POINTS LOSS red,Negative
2024-07-01 17:41:05+00:00,INDEX OPTIONS TRADEBANKNIFTY 52400 CE410 TO 495,Negative
2024-11-21 05:04:12+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 50150TARGET 50350,50600,51000STOP LOSS 49700 degrade",Negative
2024-11-12 13:07:38+00:00,HERO OR ZERONIFTY 14 NOV 23800 PE40 TO 75ALMOST DOUBLED green,Positive
2024-11-11 03:40:12+00:00,NIFTY LEVEL gain,Positive
2023-12-20 14:38:04+00:00,INDEX OPTIONS TRADE 3BANKNIFTY  47900 CESTOP LOSS TAKEN degrade,Negative
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-01-03 14:06:14+00:00,INDEX OPTIONS TRADE 6BANKNIFTY 47600 CE500 TO 525STOP LOSS TAKEN degrade,Negative
2024-02-08 12:36:02+00:00,INDEX OPTIONS TRADE 3BANKNIFTY 45000 PE250 TO 380130 POINTS,Negative
2024-06-10 18:36:36+00:00,INDEX OPTIONS TRADEBANKNIFTY 49800 CE530 TO 60070 POINTS,Positive
2024-07-29 15:33:18+00:00,INDEX OPTIONS TRADEBANKNIFTY JULY 51500 CE250 TO 30050 POINTS,Negative
2024-10-24 03:35:15+00:00,NIFTY 5M CHART doubled,Positive
2024-02-12 12:53:52+00:00,INDEX OPTIONS TRADE 4NIFTY 21700 CE150 TO 13515 POINTS LOSS degrade,Negative
2024-11-22 13:41:02+00:00,INDEX OPTIONS TRADEBANKNIFTY HEDGE TRADEBLASTEDHEDGE TRADE!49900 CE AT 115050300 CE AT 800NET GAINS OF 140 POINTS doubled,Positive
2024-07-29 15:31:47+00:00,INDEX OPTIONS TRADENIFTY 1 AUGUST 24800 CE255 TO STOP LOSS loss,Negative
2024-08-30 10:20:32+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW gain",Positive
2024-08-21 12:31:10+00:00,INDEX OPTIONS TRADEHERO ZEROBANKNIFTY 21 AUG 51000 CESTOP LOSS TAKEN degrade,Negative
2024-03-05 10:52:46+00:00,BTST TRADEBANKNIFTY 47300 CEEXITED AT STOP LOSS red,Negative
2024-01-12 13:24:45+00:00,INDEX OPTIONS TRADE 3NIFTY 21650 CE260 TO 33070 POINTSINDEX OPTIONS TRADE 4BANKNIFTY 48000 CE200 TO 28080 POINTS,Neutral
2024-11-22 02:52:59+00:00,Gift nifty green bullish,Positive
2024-04-25 15:05:41+00:00,INDEX OPTIONS TRADEHERO ZERO NIFTY 22500 CE55 TO 120 gain,Positive
2024-02-12 12:53:39+00:00,INDEX OPTIONS TRADE 3BANKNIFTY 45400 CE240 TO 28545 POINTS,Negative
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2024-02-15 13:00:37+00:00,HERO OR ZERONIFTY 21950 CE5 TO 9DOUBLED green,Positive
2024-07-12 11:24:16+00:00,INDEX OPTIONS TRADENIFTY 18 JULY 24300 CE215 TO 330115 POINTS,Positive
2024-02-06 15:40:17+00:00,INDEX OPTIONS TRADE 5BANKNIFTY 45500 PE160 TO 19535 POINTS,Negative
2023-12-14 04:47:49+00:00,BTST TRADENIFTY 20900 CE70 TO 250,Neutral
2024-11-25 08:32:31+00:00,"RISKY TRADERSSELL BANKNIFTY NOV FUTURES AROUND 52050TARGET 51900,51700,51500STOP LOSS 52200 red",Negative
2024-11-22 13:41:02+00:00,INDEX OPTIONS TRADEBANKNIFTY HEDGE TRADEBLASTEDHEDGE TRADE!49900 CE AT 115050300 CE AT 800NET GAINS OF 140 POINTS doubled,Positive
2024-04-25 15:05:41+00:00,INDEX OPTIONS TRADEHERO ZERO NIFTY 22500 CE55 TO 120 gain,Positive
2024-11-26 02:36:42+00:00,Gift nifty flat green growth,Positive
2024-02-15 13:00:37+00:00,HERO OR ZERONIFTY 21950 CE5 TO 9DOUBLED green,Positive
2024-06-27 13:34:47+00:00,INDEX OPTIONS TRADENIFTY JUNE 23800 CE88 TO 180 WONDERFUL MOVE,Positive
2024-11-26 02:36:42+00:00,Gift nifty flat green growth,Positive
2024-01-23 12:32:35+00:00,INDEX OPTIONS TRADE 2 AND 3NIFTY 22000 PE260 TO 800540 POINTSBANKNIFTY 46700 PE560 TO 1800WE EXITED AT COST AND MISSED THE RALLY IN BANKNIFTY loss,Negative
2024-08-30 10:20:32+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW gain",Positive
2024-08-27 10:05:44+00:00,"STOCK MARKET RESEARCH AND IN DEPTH STUDY COURSEBATCH 1 FRIDAY 57 PMBATCH 2 SUNDAY 10 AM12 PMMEMBERS ARE ALLOWED TO CHOOSE 1 BATCHTOPICS TO BE COVERED IN COURSE1. PRICE ACTION SUPPORT AND RESISTANCE.2. TYPE OF CHART PATTERNS AND CANDLE STICK PATTERNS!3. DRAWING TRENDLINES AND HORIZONTAL LINES!4. CHART MOVEMENT STUDIES!5. BREAKOUT AND BREAKDOWN TRADING STRATEGY!6. NIFTY50, BANKNIFTY AND FINNIFTY TRADING STRATEGY!7. HOW TO FIND HERO OR ZERO ON EXPIRY DAYS!8. 51530 MINS CHART ANALYSIS!9. SWING TRADING 1 DAY CHART ANALYSIS!10. COMMODITY TRADING STRATEGY!CRUDEOIL, NATURALGAS AND SILVER11. HOW TO FIND STOP LOSS, TARGET IN EACH OF THE TRADING STYLE!12. HOW TO CONTROL EMOTIONS AND GREED DURING TRADING!13. PERSONAL SUPPORT WILL BE GIVEN IN CASE OF ANY QUERIES!FEES 5999JOINING LINKhttpscosmofeed.comvig66c1aa906befee0013f05b83 COURSE DURATION WILL BE 12 HOURS!QUERIES USHAANALYSISNOTEIN CASE ANY BATCH HAS LESS MEMBERS WE MAY SHIFT YOU TO ANOTHER BATCHSEATS FILLING FASTBOOK YOURS NOW green",Positive
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-11-18 03:45:30+00:00,BANKNIFTY 50100 PEAbove  400Sl open TRG 430450,Neutral
2024-07-15 12:41:22+00:00,INDEX OPTIONS TRADEBANKNIFTY 52500 CE150 TO 320170 POINTS,Positive
2024-07-01 17:41:05+00:00,INDEX OPTIONS TRADEBANKNIFTY 52400 CE410 TO 495,Negative
2024-10-28 03:43:07+00:00,NIFTY LEVEL bullish,Positive
2024-09-18 12:13:05+00:00,INDEX OPTIONS TRADEHERO OR ZEROBANKNIFTY 18 SEP 52500 CE80 TO 220ALMOST 3X RETURNS ON HERO OR ZERO TRADE green,Positive
2024-08-26 10:48:09+00:00,INDEX OPTIONS TRADENIFTY 24700 CE240 TO 380140 POINTS MOVE,Positive
2024-03-26 09:34:50+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 46700 CE260 TO 32060 POINTS,Neutral
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2023-12-20 14:38:04+00:00,INDEX OPTIONS TRADE 3BANKNIFTY  47900 CESTOP LOSS TAKEN degrade,Negative
2024-02-15 13:00:28+00:00,HERO OR ZERONIFTY 21900 CE17 TO 803X RETURNS growth,Positive
2024-02-19 12:55:08+00:00,INDEX OPTIONS TRADE 1NIFTY 22000 CE200 TO 150STOP LOSS TAKEN red,Negative
2024-10-18 08:59:18+00:00,SHORT TERM NIFTY VIEWNIFTY 24 OCT 24700 CE155 TO 300145 POINTS growth,Positive
2024-11-13 06:11:00+00:00,"SHORT TERMNIFTY NOVEMBER FUTURES AROUND 23780TARGET 23900,24000,24100STOP LOSS AT 23650 degrade",Negative
2024-10-28 03:43:07+00:00,NIFTY LEVEL bullish,Positive
2023-12-20 14:36:55+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 47600 CE535 TO 558STOP LOSS TAKEN red,Negative
2024-10-14 10:28:22+00:00,INDEX OPTIONS TRADEBANKNIFTY 52000 CE135 TO 17035 POINTS SO FAR,Positive
2024-10-18 08:59:18+00:00,SHORT TERM NIFTY VIEWNIFTY 24 OCT 24700 CE155 TO 300145 POINTS growth,Positive
2024-11-07 06:49:45+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 52100TARGET 52300,52500,52700STOP LOSS 50800 degrade",Negative
2023-12-21 12:27:35+00:00,HERO OR ZERONIFTY 21250 CE12 TO 32 gain,Positive
2024-02-12 12:53:20+00:00,INDEX OPTIONS TRADE 1BTST TRADEBANKNIFTY 45800 CESTOP LOSS TAKEN! red,Negative
2024-04-04 15:05:49+00:00,INDEX OPTIONS TRADE 3BANKNIFTY 47800 CE380 TO 525145 POINTS,Neutral
2024-10-25 06:51:10+00:00,"SHORT TERMNIFTY OCT FUTURES AROUND 24140TARGET 24200,24300,24500STOP LOSS AT 24000 loss",Negative
2024-11-07 06:49:45+00:00,"SHORT TERMBANKNIFTY NOV FUTURES AROUND 52100TARGET 52300,52500,52700STOP LOSS 50800 degrade",Negative
2024-11-28 03:28:10+00:00,NIFTY growth,Positive
2023-12-20 14:36:55+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 47600 CE535 TO 558STOP LOSS TAKEN red,Negative
2024-04-25 15:08:55+00:00,INDEX OPTIONS TRADE 4HERO ZERO NIFTY 22600 CE16 TO 64 doubled,Positive
2023-12-21 12:24:49+00:00,INDEX OPTIONS TRADE 1BANKNIFTY 47400 CE400 TO 580180 POINTS CAPTURED,Neutral
2023-12-21 12:27:35+00:00,HERO OR ZERONIFTY 21250 CE12 TO 32 gain,Positive
2023-12-21 12:27:35+00:00,HERO OR ZERONIFTY 21250 CE12 TO 32 gain,Positive
2024-10-25 06:13:49+00:00,"SHORT TERMBANKNIFTY OCT FUTURES AROUND 50600TARGET 50800,51000,51200STOP LOSS 50200 red",Negative
2024-07-29 15:31:47+00:00,INDEX OPTIONS TRADENIFTY 1 AUGUST 24800 CE255 TO STOP LOSS loss,Negative
2024-09-18 12:12:04+00:00,INDEX OPTIONS TRADEFINNIFTY SEP 24200 CE175 TO 315140 POINTS,Neutral
2024-11-05 03:46:25+00:00,BANKNIFTY 51200 PEAbove  390Sl open TRG 410450,Neutral
2024-06-03 14:36:38+00:00,INDEX OPTIONS TRADEBANKNIFTY 50800 CE620 TO 70080 POINTS,Neutral
2023-12-21 12:27:35+00:00,HERO OR ZERONIFTY 21250 CE12 TO 32 gain,Positive
2024-05-21 12:03:40+00:00,INDEX OPTIONS TRADE 2BANKNIFTY 22 MAY 48000 CE280 TO 360,Neutral
2024-11-05 03:46:25+00:00,BANKNIFTY 51200 PEAbove  390Sl open TRG 410450,Neutral
